id	class	tree	name	code	official_id	req_level	max_level	req_skill	skill_points	mana_cost	mana_per_lvl	dmg_min	dmg_max	phys_min	phys_max	elem_min	elem_max	phys_min_lev1	phys_min_lev2	phys_min_lev3	phys_min_lev4	phys_min_lev5	phys_max_lev1	phys_max_lev2	phys_max_lev3	phys_max_lev4	phys_max_lev5	elem_min_lev1	elem_min_lev2	elem_min_lev3	elem_min_lev4	elem_min_lev5	elem_max_lev1	elem_max_lev2	elem_max_lev3	elem_max_lev4	elem_max_lev5	hit_shift	dmg_type	passive	missile	desc	src_dam	dmg_pct_calc	dmg_pct_desc	dmg_pct_base	dmg_pct_per_lvl	dmg_pct_parsed	missile_a	missile_b	missile_c
95	4	3	抗火	Resist Fire	100	1	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8		0		辅助技能，法力 0（每级 +0），需求等级 1	0			0	0	1			
96	4	1	圣光弹	Holy Bolt	101	6	20	0	0	32	1	8	16	0	0	8	16	0	0	0	0	0	0	0	0	0	0	8	10	13	16	20	8	11	15	18	23	8	mag	0	holybolt	魔法伤害 8-16，法力 32（每级 +1），需求等级 6	0	ln12 * (100 + skill('Prayer'.blvl) * par7) / 100	min heal	0	0	1			
97	4	2	圣火	Holy Fire	102	6	20	93	0	0	0	1	3	0	0	2	6	0	0	0	0	0	0	0	0	0	0	1	2	3	5	7	1	2	3	5	7	7	fire	0		火焰伤害 1-3，法力 0（每级 +0），需求等级 6	0			0	0	1			
98	4	2	荆棘	Thorns	103	6	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8		0		辅助技能，法力 0（每级 +0），需求等级 6	0			0	0	1			
99	4	3	反抗	Defiance	104	6	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8		0		辅助技能，法力 0（每级 +0），需求等级 6	0			0	0	1			
100	4	3	抗寒	Resist Cold	105	6	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8		0		辅助技能，法力 0（每级 +0），需求等级 6	0			0	0	1			
101	4	1	热诚	Zeal	106	12	20	91	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8		0		武器伤害类攻击：武器伤害 ×128/128（官方 SrcDam）+ 伤害倍率 0%（每级 +0%），法力 2（每级 +0），需求等级 12	128	min((par5 + lvl -1), par6)	max targets	0	0	1			
102	4	1	冲锋	Charge	107	12	20	92	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8		0		武器伤害类攻击：武器伤害 ×128/128（官方 SrcDam）+ 伤害倍率 100%（每级 +25%），法力 9（每级 +0），需求等级 12	128	ln34+(skill('Vigor'.blvl)+skill('Might'.blvl))*par8	damage %	100	25	1			
103	4	2	祝福瞄准	Blessed Aim	108	12	20	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8		0		辅助技能，法力 0（每级 +0），需求等级 12	0			0	0	1			
104	4	3	净化	Cleansing	109	12	20	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8		0		辅助技能，法力 0（每级 +0），需求等级 12	0			0	0	1			
105	4	3	抗电	Resist Lightning	110	12	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8		0		辅助技能，法力 0（每级 +0），需求等级 12	0			0	0	1			
106	4	1	复仇	Vengeance	111	18	20	101	0	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	cold	0		武器伤害类攻击：武器伤害 ×128/128（官方 SrcDam）+ 伤害倍率 70%（每级 +6%），法力 16（每级 +1），需求等级 18	128	ln12+skill('Resist Fire'.blvl)*par8+skill('Salvation'.blvl)*par7	fire damage%	70	6	1			
107	4	1	祝福之锤	Blessed Hammer	112	18	20	96	0	20	1	12	16	0	0	12	16	0	0	0	0	0	0	0	0	0	0	8	10	12	13	14	8	10	12	13	14	8	mag	0		魔法伤害 12-16，法力 20（每级 +1），需求等级 18	0			0	0	1	blessedhammer		
108	4	2	专注	Concentration	113	18	20	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8		0		辅助技能，法力 0（每级 +0），需求等级 18	0			0	0	1			
109	4	2	圣冰	Holy Freeze	114	18	20	97	0	0	0	2	3	0	0	2	3	0	0	0	0	0	0	0	0	0	0	1	2	3	4	5	1	2	3	4	5	8	cold	0		冰冷伤害 2-3，法力 0（每级 +0），需求等级 18	0			0	0	1			
110	4	3	精力	Vigor	115	18	20	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8		0		辅助技能，法力 0（每级 +0），需求等级 18	0			0	0	1			
111	4	1	转化	Conversion	116	24	20	106	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8		0		武器伤害类攻击：武器伤害 ×128/128（官方 SrcDam）+ 伤害倍率 0%（每级 +0%），法力 4（每级 +0），需求等级 24	128	dm34	chance to convert	0	0	1			
112	4	1	圣盾	Holy Shield	117	24	20	102	0	35	0	3	6	3	6	0	0	2	3	4	4	4	2	3	4	4	4	0	0	0	0	0	0	0	0	0	0	8	phys	0		物理伤害 3-6，法力 35（每级 +0），需求等级 24	0	ln34+skill('Defiance'.blvl)*par8	ac bonus to shield	0	0	1			
113	4	2	圣光	Holy Shock	118	24	20	109	0	0	0	1	10	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	10	12	15	8	ltng	0		闪电伤害 1-10，法力 0（每级 +0），需求等级 24	0			0	0	1			
114	4	2	庇护所	Sanctuary	119	24	20	98	0	1	0	8	16	0	0	8	16	0	0	0	0	0	0	0	0	0	0	4	4	5	5	6	4	5	6	6	7	8	mag	0		魔法伤害 8-16，法力 1（每级 +0），需求等级 24	0			0	0	1			
115	4	3	冥想	Meditation	120	24	20	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8		0		辅助技能，法力 0（每级 +0），需求等级 24	0			0	0	1			
116	4	1	天堂之拳	Fist of the Heavens	121	30	20	107	0	25	0	150	200	0	0	150	200	0	0	0	0	0	0	0	0	0	0	15	30	45	55	65	15	30	45	55	65	8	ltng	0		闪电伤害 150-200，法力 25（每级 +0），需求等级 30	0	ln34	min heal	0	0	1	fistoftheheavensdelay		
117	4	2	狂热	Fanaticism	122	30	20	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8		0		辅助技能，法力 0（每级 +0），需求等级 30	0			0	0	1			
118	4	2	审判	Conviction	123	30	20	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8		0		辅助技能，法力 0（每级 +0），需求等级 30	0			0	0	1			
119	4	3	救赎	Redemption	124	30	20	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8		0		辅助技能，法力 0（每级 +0），需求等级 30	0	dm34	chance to redeem	0	0	1			
120	4	3	救世	Salvation	125	30	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8		0		辅助技能，法力 0（每级 +0），需求等级 30	0			0	0	1			
121	5	1	重击	Bash	126	1	20	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8		0		武器伤害类攻击：武器伤害 ×128/128（官方 SrcDam）+ 伤害倍率 50%（每级 +5%），法力 2（每级 +0），需求等级 1	128	ln12+skill('Stun'.blvl)*par8	damage%	50	5	1			
122	5	2	剑精通	Sword Mastery	127	1	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8		1		被动技能，需求等级 1	0			0	0	1			
123	5	2	斧精通	Axe Mastery	128	1	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8		1		被动技能，需求等级 1	0			0	0	1			
124	5	2	锤精通	Mace Mastery	129	1	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8		1		被动技能，需求等级 1	0			0	0	1			
125	5	3	咆哮	Howl	130	1	20	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8		0		辅助技能，法力 4（每级 +0），需求等级 1	0	par1 * (lvl-1)	velocity adder	0	0	1	howl		
126	5	3	寻找药水	Find Potion	131	1	20	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8		0		辅助技能，法力 2（每级 +0），需求等级 1	0	dm12	chance	0	0	1			
127	5	1	跳跃	Leap	132	6	20	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8		0		辅助技能，法力 2（每级 +0），需求等级 6	0	ln34	knockback radius	0	0	1	leapknockback		
128	5	1	双手挥舞	Double Swing	133	6	20	121	0	8	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8		0		武器伤害类攻击：武器伤害 ×128/128（官方 SrcDam）+ 伤害倍率不可静态解析（官方 calc1="skill('Bash'.blvl)*par8"），法力 8（每级 -1），需求等级 6	128	skill('Bash'.blvl)*par8	damage%	0	0	0			
129	5	2	长柄武器精通	Pole Arm Mastery	134	6	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8		1		被动技能，需求等级 6	0			0	0	1			
130	5	2	投掷精通	Throwing Mastery	135	6	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8		1		被动技能，需求等级 6	0			0	0	1			
131	5	2	长矛精通	Spear Mastery	136	6	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8		1		被动技能，需求等级 6	0			0	0	1			
132	5	3	嘲讽	Taunt	137	6	20	125	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8		0		辅助技能，法力 3（每级 +0），需求等级 6	0			0	0	1			
133	5	3	吼叫	Shout	138	6	20	125	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8		0		辅助技能，法力 6（每级 +0），需求等级 6	0			0	0	1	shout		
134	5	1	击晕	Stun	139	12	20	121	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	phys	0		武器伤害类攻击：武器伤害 ×128/128（官方 SrcDam）+ 伤害倍率不可静态解析（官方 calc1="skill('Bash'.blvl)*par8"），法力 2（每级 +0），需求等级 12	128	skill('Bash'.blvl)*par8		0	0	0			
135	5	1	双手投掷	Double Throw	140	12	20	128	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8		0		武器伤害类攻击：武器伤害 ×128/128（官方 SrcDam）+ 伤害倍率不可静态解析（官方 calc1="skill('Double Swing'.blvl)*par8"），法力 1（每级 +0），需求等级 12	128	skill('Double Swing'.blvl)*par8	damage%	0	0	0			
136	5	2	增加耐力	Increased Stamina	141	12	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8		1		被动技能，需求等级 12	0			0	0	1			
137	5	3	寻找物品	Find Item	142	12	20	126	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8		0		辅助技能，法力 7（每级 +0），需求等级 12	0	dm12	chance	0	0	1			
138	5	1	跳跃攻击	Leap Attack	143	18	20	127	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8		0		武器伤害类攻击：武器伤害 ×128/128（官方 SrcDam）+ 伤害倍率不可静态解析（官方 calc1="ln34+skill('Leap'.blvl)*par8"），法力 9（每级 +0），需求等级 18	128	ln34+skill('Leap'.blvl)*par8		0	0	0			
139	5	1	集中	Concentrate	144	18	20	134	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	mag	0		武器伤害类攻击：武器伤害 ×128/128（官方 SrcDam）+ 伤害倍率 70%（每级 +5%），法力 2（每级 +0），需求等级 18	128	ln12+skill('Bash'.blvl)*par8+skill('Battle Orders'.blvl)*par7	damage%	70	5	1			
140	5	2	铁皮	Iron Skin	145	18	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8		1		被动技能，需求等级 18	0			0	0	1			
141	5	3	战嗥	Battle Cry	146	18	20	132	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8		0		辅助技能，法力 5（每级 +0），需求等级 18	0			0	0	1	battlecry		
142	5	1	狂乱	Frenzy	147	24	20	135	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	mag	0		武器伤害类攻击：武器伤害 ×128/128（官方 SrcDam）+ 伤害倍率 90%（每级 +5%），法力 3（每级 +0），需求等级 24	128	ln12+(skill('Double Swing'.blvl) + skill('Taunt'.blvl))*par8	damage%	90	5	1			
143	5	2	提升速度	Increased Speed	148	24	20	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8		1		被动技能，需求等级 24	0			0	0	1			
144	5	3	战斗体制	Battle Orders	149	24	20	133	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8		0		辅助技能，法力 7（每级 +0），需求等级 24	0			0	0	1	battleorders		
145	5	3	恐怖图腾	Grim Ward	150	24	20	137	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8		0		辅助技能，法力 4（每级 +0），需求等级 24	0	ln34	ward duration	0	0	1	grimwardmediumstart	grimwardsmallstart	grimwardlargestart
146	5	1	旋风暴	Whirlwind	151	30	20	138	0	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8		0		武器伤害类攻击：武器伤害 ×128/128（官方 SrcDam）+ 伤害倍率 -50%（每级 +8%），法力 50（每级 +1），需求等级 30	128	ln12	damage%	-50	8	1			
147	5	1	狂暴	Berserk	152	30	20	139	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	mag	0		武器伤害类攻击：武器伤害 ×128/128（官方 SrcDam）+ 伤害倍率 150%（每级 +15%），法力 4（每级 +0），需求等级 30	128	ln12+(skill('Howl'.blvl) + skill('Shout'.blvl))*par8	damage%	150	15	1			
148	5	2	天然抗性	Natural Resistance	153	30	20	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8		1		被动技能，需求等级 30	0			0	0	1			
149	5	3	战吼	War Cry	154	30	20	141	0	10	1	20	30	20	30	0	0	6	7	8	9	10	6	7	8	9	10	0	0	0	0	0	0	0	0	0	0	8	phys	0		物理伤害 20-30，法力 10（每级 +1），需求等级 30	0			0	0	1	warcry		
150	5	3	战斗指挥	Battle Command	155	30	20	144	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8		0		辅助技能，法力 11（每级 +0），需求等级 30	0			0	0	1	battlecommand		
